Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],0.Process1,[Execute] Execute1,Executing process 'Process1'.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Begin],Process 'Process1' execution started.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,Searching collection '[TableRows] Orders' containing '8' item(s). 
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,Searching collection in the forward direction for maximum of '1' item(s).
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,Index range of search is from starting index '1' to ending index '8'.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,Item 'Orders[7]' found at index '7' in the collection.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,'1' item(s) found by search.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[Search] Search1,Created token 'Token.3' associated with item 'Orders[7]' found at index '7' in the collection.
0.0059722222222222,--,--,--,--,Ignoring attempt to execute disabled process 'MyVehicle1[1].OnNewSeizeRequest'.
0.0059722222222222,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Object 'MyVehicle1[1]' checking availability to seize '1' resource(s) of resource type '[Specific] MyVehicle1'.
0.0059722222222222,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Object 'MyVehicle1[1]' found '1' currently available resource(s) of resource type '[Specific] MyVehicle1'.
0.0059722222222222,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Object 'MyVehicle1[1]' seized '1' capacity unit(s) of resource 'MyVehicle1[1]'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Begin],Process 'MyVehicle1[1].OnCapacityAllocated' execution started.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyVehicle1[1].ResourceState' the value '7'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyVehicle1[1].Allocated'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnCapacityAllocated,[End],Process 'MyVehicle1[1].OnCapacityAllocated' execution ended.
0.0059722222222222,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Resource 'MyVehicle1[1]' accepting request from object 'MyVehicle1[1]' to move to destination node 'TransferNode7'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[Begin],Process 'MyVehicle1[1].OnMoveRequestAccepted' execution started.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[SelectVisit] ToAcceptedDestination,Entity 'MyVehicle1[1]' searching its visit request queue containing '1' accepted visit request(s).
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[SelectVisit] ToAcceptedDestination,Entity 'MyVehicle1[1]' selected visit destination 'TransferNode7'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[Decide] IfInFreeSpace,Token branching on condition '(CurrentNode==Nothing)&&(CurrentLink==Nothing)&&(CurrentStation==Nothing)'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[Decide] IfInFreeSpace,Token sent to 'False' exit.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[Decide] IfUnpark,Token branching on condition 'IsParked && (OnVisitingNode.TokensInProcess==0)'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[Decide] IfUnpark,Token sent to 'True' exit.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[UnPark] Vehicle,Entity 'MyVehicle1[1]' transferring from '[Station] Output@Source1.ParkingStation' into node 'Output@Source1'.
0.0059722222222222,MyVehicle1[1],Output@Source1,5.OnEntered,[Begin],Process 'Output@Source1.OnEntered' execution started.
0.0059722222222222,MyVehicle1[1],Output@Source1,5.OnEntered,[Fire] EnteredEvent,Firing event 'Output@Source1.Entered'.
0.0059722222222222,MyVehicle1[1],Output@Source1,5.OnEntered,[VisitNode] Entity,Executing process 'MyVehicle1[1].OnVisitingNode'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Begin],Process 'MyVehicle1[1].OnVisitingNode' execution started.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'True' exit.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Decide] IfParked,Token branching on condition 'IsParked'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Decide] IfParked,Token sent to 'False' exit.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[Assign] IgnoreVisitingCurrentNodeFlag,Assigning state variable 'MyVehicle1[1].IgnoreVisitingCurrentNode' the value '0'. Previous value was '0'.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],6.OnVisitingNode,[End],Process 'MyVehicle1[1].OnVisitingNode' execution ended.
0.0059722222222222,MyVehicle1[1],Output@Source1,5.OnEntered,[Transfer] ToOutboundLink,Entity 'MyVehicle1[1]' transferring from '[Node] Output@Source1' onto link 'Path5'.
0.0059722222222222,MyVehicle1[1],Path5,6.OnEntered,[Begin],Process 'Path5.OnEntered' execution started.
0.0059722222222222,MyVehicle1[1],Path5,6.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'MyVehicle1[1].Movement.Rate' the value '720' Meters per Hour. Previous value was '720' Meters per Hour.
0.0059722222222222,MyVehicle1[1],Path5,6.OnEntered,[EndTransfer] OntoPath,Entity 'MyVehicle1[1]' ending transfer onto link 'Path5'.
0.0059722222222222,MyVehicle1[1],Path5,6.OnEntered,[End],Process 'Path5.OnEntered' execution ended.
0.0059722222222222,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Object 'MyVehicle1[1]' completed seize of '1' resource(s) of resource type '[Specific] MyVehicle1'.
0.0059722222222222,MyVehicle1[1],Model2,1.Process1,[End],Process 'Process1' execution ended.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],0.Process1,[End],Process 'MyVehicle1[1].Process1' execution ended.
0.0059722222222222,MyVehicle1[1],MyVehicle1[1],4.OnMoveRequestAccepted,[End],Process 'MyVehicle1[1].OnMoveRequestAccepted' execution ended.
0.0059722222222222,MyVehicle1[1],Output@Source1,5.OnEntered,[End],Process 'Output@Source1.OnEntered' execution ended.
0.00875000016420987,MyVehicle1[1],Output@Source1,5.OnExited,[Begin],Process 'Output@Source1.OnExited' execution started.
0.00875000016420987,MyVehicle1[1],Output@Source1,5.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
0.00875000016420987,MyVehicle1[1],Output@Source1,5.OnExited,[End],Process 'Output@Source1.OnExited' execution ended.
0.0230138888888889,MyVehicle1[1],Path5,5.OnReachedEnd,[Begin],Process 'Path5.OnReachedEnd' execution started.
0.0230138888888889,MyVehicle1[1],Path5,5.OnReachedEnd,[Transfer] FromPath,Entity 'MyVehicle1[1]' transferring from '[EndOfLink] Path5' into node 'TransferNode7'.
0.0230138888888889,MyVehicle1[1],TransferNode7,4.OnEntered,[Begin],Process 'TransferNode7.OnEntered' execution started.
0.0230138888888889,MyVehicle1[1],TransferNode7,4.OnEntered,[Fire] EnteredEvent,Firing event 'TransferNode7.Entered'.
0.0230138888888889,MyVehicle1[1],TransferNode7,4.OnEntered,[VisitNode] Entity,Executing process 'MyVehicle1[1].OnVisitingNode'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Begin],Process 'MyVehicle1[1].OnVisitingNode' execution started.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfBusy,Token sent to 'False' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfLoadingUnloading,"Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'."
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfLoadingUnloading,Token sent to 'True' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Dropoff] Rider,Transporter 'MyVehicle1[1]' failed to drop off a rider at node 'TransferNode7'. No eligible drop-off requests.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'MyVehicle1[1].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'MyVehicle1[1].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Pickup] Rider,Transporter 'MyVehicle1[1]' searching '0' pickup request(s) waiting at node 'TransferNode7'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Pickup] Rider,Transporter 'MyVehicle1[1]' failed to pick up a rider at node 'TransferNode7'. No eligible pickup requests.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[SelectDropoff] NextTransportDropoff,Transporter 'MyVehicle1[1]' searching its ride station containing '0' rider(s).
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[SelectDropoff] NextTransportDropoff,Transporter 'MyVehicle1[1]' failed to select an eligible drop-off destination.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] Decide1,Token branching on condition '(VisitRequestQueue.NumberWaiting != 1) || (VisitRequestQueue.LastItem.Is.ModelEntity'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] Decide1,Token sent to 'False' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Release] Vehicle,Object 'MyVehicle1[1]' attempting to release '1' resource(s) of resource type '[ParentObject] MyVehicle1[1]'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Release] Vehicle,Object 'MyVehicle1[1]' released '1' capacity unit(s) of resource 'MyVehicle1[1]'.
0.0230138888888889,MyVehicle1[1],Model2,3.Process1,[Seize] Seize1,Object 'MyVehicle1[1]' cancelling request to resource 'MyVehicle1[1]' to move to destination node 'TransferNode7'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Begin],Process 'MyVehicle1[1].OnCapacityReleased' execution started.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] ResourceState,Assigning state variable 'MyVehicle1[1].ResourceState' the value '0'. Previous value was '0'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.Enabled' the value '1'. Previous value was '0'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '1'. Previous value was '0'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Assign] OnCapacityReleasedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[SetNode] ToClearDestination,Destination node of entity 'MyVehicle1[1]' set to value 'No Destination'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Fire] RemainInPlaceEndedEvent,Firing event 'MyVehicle1[1].RemainInPlaceEnded'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[Fire] ReleasedEvent,Firing event 'MyVehicle1[1].Released'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],1.OnCapacityReleased,[End],Process 'MyVehicle1[1].OnCapacityReleased' execution ended.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Delay] Epsilon,Delaying token for 'Epsilon' Hours until time '0.0230138888888889' Hours. Scheduling end of delay as a late priority event on current events calendar.
0.0230138888888889,MyVehicle1[1],TransferNode7,4.OnEntered,[VisitNode] Entity,Token waiting at VisitNode step for '1' other processes to complete.
0.0230138888888889,MyVehicle1[1],Model2,3.Process1,[End],Process 'Process1' execution ended.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdle,Token branching on condition 'ResourceState==List.ResourceStateName.Idle'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdle,Token sent to 'True' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[PlanVisit] NewTransportRequests,Entity 'MyVehicle1[1]' searching 'Model2.Global.VisitRequestQueue' which contains '0' request(s).
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[PlanVisit] NewTransportRequests,Entity 'MyVehicle1[1]' failed to find and plan an eligible visit request.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdle,Token branching on condition 'ResourceState==List.ResourceStateName.Idle'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdle,Token sent to 'True' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfParked,Token branching on condition 'IsParked'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfParked,Token sent to 'False' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Park] AtCurrentNode,Entity 'MyVehicle1[1]' transferring from '[Node] TransferNode7' into station 'TransferNode7.ParkingStation'.
0.0230138888888889,MyVehicle1[1],TransferNode7,3.OnEnteredParking,[Begin],Process 'TransferNode7.OnEnteredParking' execution started.
0.0230138888888889,MyVehicle1[1],TransferNode7,3.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyVehicle1[1]' ending transfer into station 'TransferNode7.ParkingStation'.
0.0230138888888889,MyVehicle1[1],TransferNode7,1.OnExited,[Begin],Process 'TransferNode7.OnExited' execution started.
0.0230138888888889,MyVehicle1[1],TransferNode7,1.OnExited,[Fire] ExitedEvent,Firing event 'TransferNode7.Exited'.
0.0230138888888889,MyVehicle1[1],TransferNode7,1.OnExited,[End],Process 'TransferNode7.OnExited' execution ended.
0.0230138888888889,MyVehicle1[1],TransferNode7,3.OnEnteredParking,[End],Process 'TransferNode7.OnEnteredParking' execution ended.
0.0230138888888889,MyVehicle1[1],Path5,5.OnReachedEnd,[End],Process 'Path5.OnReachedEnd' execution ended.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdleOrOffShift,Token branching on condition '(ResourceState==List.ResourceStateName.Idle)||(ResourceState==List.ResourceStateName.OffShift)'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Decide] IfIdleOrOffShift,Token sent to 'True' exit.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Wait] UntilRemainInPlaceEnded,Token waiting at Wait step for event 'MyVehicle1[1].RemainInPlaceEnded'.
0.0230138888888889,MyVehicle1[1],MyVehicle1[1],0.OnVisitingNode,[Wait] UntilRemainInPlaceEnded,Token waiting at Wait step for any of '1' possible event(s) to occur.

