Time(Minutes),EntityID,ObjectName,ProcessID,StepName,Action
0,MyPicker1[1],MyPicker1[1],1.OnCapacityAllocated,[End],Process 'MyPicker1[1].OnCapacityAllocated' execution ended.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker1[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyPicker1[1]'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyPicker1[1]' set to value 'MyPickNode1'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker1[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyPicker1[1],MyPicker1[1],0.OnCreated,[End],Process 'MyPicker1[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyTransporter1[1]'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Begin],Process 'MyTransporter1[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyTransporter1[1].OnNewSeizeRequest'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter1[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyTransporter1[1]'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter1[1]' checking availability to seize '1' capacity unit(s) of resource 'MyTransporter1[1]’.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter1[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyTransporter1[1]'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter1[1]' seized '1' capacity unit(s) of resource 'MyTransporter1[1]'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Begin],Process 'MyTransporter1[1].OnCapacityAllocated' execution started.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyTransporter1[1].ResourceState' the value '7'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyTransporter1[1].Allocated'.
0,MyTransporter1[1],MyTransporter1[1],1.OnCapacityAllocated,[End],Process 'MyTransporter1[1].OnCapacityAllocated' execution ended.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter1[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyTransporter1[1]'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyTransporter1[1]' set to value 'MyCoopNode1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[End],Process 'MyTransporter1[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Begin],Process 'MyTransporter2[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyTransporter2[1].OnNewSeizeRequest'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' checking availability to seize '1' capacity unit(s) of resource 'MyTransporter2[1]’.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' seized '1' capacity unit(s) of resource 'MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Begin],Process 'MyTransporter2[1].OnCapacityAllocated' execution started.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyTransporter2[1].ResourceState' the value '7'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyTransporter2[1].Allocated'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[End],Process 'MyTransporter2[1].OnCapacityAllocated' execution ended.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyTransporter2[1]' set to value 'MyCoopNode2'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[End],Process 'MyTransporter2[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Begin],Process 'MyPicker2[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyPicker2[1].OnNewSeizeRequest'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' checking availability to seize '1' capacity unit(s) of resource 'MyPicker2[1]’.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' seized '1' capacity unit(s) of resource 'MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Begin],Process 'MyPicker2[1].OnCapacityAllocated' execution started.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyPicker2[1].ResourceState' the value '7'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyPicker2[1].Allocated'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[End],Process 'MyPicker2[1].OnCapacityAllocated' execution ended.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyPicker2[1]' set to value 'MyPickNode3'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyPicker2[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[End],Process 'MyPicker2[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyTransporter3[1]'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Begin],Process 'MyTransporter3[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyTransporter3[1].OnNewSeizeRequest'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter3[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyTransporter3[1]'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter3[1]' checking availability to seize '1' capacity unit(s) of resource 'MyTransporter3[1]’.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter3[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyTransporter3[1]'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter3[1]' seized '1' capacity unit(s) of resource 'MyTransporter3[1]'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Begin],Process 'MyTransporter3[1].OnCapacityAllocated' execution started.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyTransporter3[1].ResourceState' the value '7'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyTransporter3[1].Allocated'.
0,MyTransporter3[1],MyTransporter3[1],1.OnCapacityAllocated,[End],Process 'MyTransporter3[1].OnCapacityAllocated' execution ended.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter3[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyTransporter3[1]'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyTransporter3[1]' set to value 'MyCoopNode6'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter3[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyTransporter3[1],MyTransporter3[1],0.OnCreated,[End],Process 'MyTransporter3[1].OnCreated' execution ended.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Begin],Process 'MyPicker1[1].OnRunInitialized' execution started.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Park] AtInitialNode,Entity 'MyPicker1[1]' transferring from '[FreeSpace] Model1' into station 'Home.ParkingStation'.
0,MyPicker1[1],Home,1.OnEnteredParking,[Begin],Process 'Home.OnEnteredParking' execution started.
0,MyPicker1[1],Home,1.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyPicker1[1]' ending transfer into station 'Home.ParkingStation'.
0,MyPicker1[1],Home,1.OnEnteredParking,[End],Process 'Home.OnEnteredParking' execution ended.
0,MyTransporter1[1],MyTransporter1[1],1.OnRunInitialized,[Begin],Process 'MyTransporter1[1].OnRunInitialized' execution started.
0,MyTransporter1[1],MyTransporter1[1],1.OnRunInitialized,[Park] AtInitialNode,Entity 'MyTransporter1[1]' transferring from '[FreeSpace] Model1' into station 'Home.ParkingStation'.
0,MyTransporter1[1],Home,2.OnEnteredParking,[Begin],Process 'Home.OnEnteredParking' execution started.
0,MyTransporter1[1],Home,2.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyTransporter1[1]' ending transfer into station 'Home.ParkingStation'.
0,MyTransporter1[1],Home,2.OnEnteredParking,[End],Process 'Home.OnEnteredParking' execution ended.
0,MyTransporter2[1],MyTransporter2[1],2.OnRunInitialized,[Begin],Process 'MyTransporter2[1].OnRunInitialized' execution started.
0,MyTransporter2[1],MyTransporter2[1],2.OnRunInitialized,[Park] AtInitialNode,Entity 'MyTransporter2[1]' transferring from '[FreeSpace] Model1' into station 'Home.ParkingStation'.
0,MyTransporter2[1],Home,3.OnEnteredParking,[Begin],Process 'Home.OnEnteredParking' execution started.
0,MyTransporter2[1],Home,3.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyTransporter2[1]' ending transfer into station 'Home.ParkingStation'.
0,MyTransporter2[1],Home,3.OnEnteredParking,[End],Process 'Home.OnEnteredParking' execution ended.
0,MyPicker2[1],MyPicker2[1],3.OnRunInitialized,[Begin],Process 'MyPicker2[1].OnRunInitialized' execution started.
0,MyPicker2[1],MyPicker2[1],3.OnRunInitialized,[Park] AtInitialNode,Entity 'MyPicker2[1]' transferring from '[FreeSpace] Model1' into station 'Home.ParkingStation'.
0,MyPicker2[1],Home,4.OnEnteredParking,[Begin],Process 'Home.OnEnteredParking' execution started.
0,MyPicker2[1],Home,4.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyPicker2[1]' ending transfer into station 'Home.ParkingStation'.
0,MyPicker2[1],Home,4.OnEnteredParking,[End],Process 'Home.OnEnteredParking' execution ended.
0,MyTransporter3[1],MyTransporter3[1],4.OnRunInitialized,[Begin],Process 'MyTransporter3[1].OnRunInitialized' execution started.
0,MyTransporter3[1],MyTransporter3[1],4.OnRunInitialized,[Park] AtInitialNode,Entity 'MyTransporter3[1]' transferring from '[FreeSpace] Model1' into station 'Home.ParkingStation'.
0,MyTransporter3[1],Home,5.OnEnteredParking,[Begin],Process 'Home.OnEnteredParking' execution started.
0,MyTransporter3[1],Home,5.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'MyTransporter3[1]' ending transfer into station 'Home.ParkingStation'.
0,MyTransporter3[1],Home,5.OnEnteredParking,[End],Process 'Home.OnEnteredParking' execution ended.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Decide] IfOnShift,Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Decide] IfOnShift,Token sent to 'True' exit.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Decide] IfUnpark,Token branching on condition 'IsParked'.
0,MyPicker1[1],MyPicker1[1],0.OnRunInitialized,[Decide] IfUnpark,Token sent to 'True' exit.
